bird_y,dist_top,dist_bottom,velocity,dist_to_pipe,action
318.5,153.5,353.5,-10.5,355,1
387.0,85.0,285.0,0,355,0
318.5,153.5,353.5,-10.5,355,1
318.5,153.5,353.5,-10.5,355,1
387.0,85.0,285.0,0,355,0
318.5,153.5,353.5,-10.5,355,1
318.5,153.5,353.5,-10.5,355,1
387.0,85.0,285.0,0,355,0
387.0,85.0,285.0,0,355,0
318.5,153.5,353.5,-10.5,355,1
387.0,85.0,285.0,0,355,0
387.0,85.0,285.0,0,355,0
387.0,85.0,285.0,0,355,0
318.5,153.5,353.5,-10.5,355,1
387.0,85.0,285.0,0,355,0
387.0,85.0,285.0,0,355,0
318.5,153.5,353.5,-10.5,355,1
387.0,85.0,285.0,0,355,0
387.0,85.0,285.0,0,355,0
387.0,85.0,285.0,0,355,0
318.5,153.5,353.5,-10.5,355,1
318.5,153.5,353.5,-10.5,355,1
318.5,153.5,353.5,-10.5,355,1
387.0,85.0,285.0,0,355,0
318.5,153.5,353.5,-10.5,355,1
318.5,153.5,353.5,-10.5,355,1
387.0,85.0,285.0,0,355,0
318.5,153.5,353.5,-10.5,355,1
387.0,85.0,285.0,0,355,0
387.0,85.0,285.0,0,355,0
318.5,153.5,353.5,-10.5,355,1
387.0,85.0,285.0,0,355,0
318.5,153.5,353.5,-10.5,355,1
318.5,153.5,353.5,-10.5,355,1
403.0,69.0,269.0,0,350,0
307.5,164.5,364.5,-10.5,350,1
403.0,69.0,269.0,0,350,0
403.0,69.0,269.0,0,350,0
403.0,69.0,269.0,0,350,0
403.0,69.0,269.0,0,350,0
343.0,129.0,329.0,-10.5,350,0
307.5,164.5,364.5,-10.5,350,1
403.0,69.0,269.0,0,350,0
307.5,164.5,364.5,-10.5,350,1
403.0,69.0,269.0,0,350,0
403.0,69.0,269.0,0,350,0
403.0,69.0,269.0,0,350,0
403.0,69.0,269.0,0,350,0
307.5,164.5,364.5,-10.5,350,1
307.5,164.5,364.5,-10.5,350,1
307.5,164.5,364.5,-10.5,350,1
403.0,69.0,269.0,0,350,0
307.5,164.5,364.5,-10.5,350,1
307.5,164.5,364.5,-10.5,350,1
403.0,69.0,269.0,0,350,0
307.5,164.5,364.5,-10.5,350,1
307.5,164.5,364.5,-10.5,350,1
403.0,69.0,269.0,0,350,0
403.0,69.0,269.0,0,350,0
307.5,164.5,364.5,-10.5,350,1
403.0,69.0,269.0,0,350,0
403.0,69.0,269.0,0,350,0
403.0,69.0,269.0,0,350,0
307.5,164.5,364.5,-10.5,350,1
403.0,69.0,269.0,0,350,0
403.0,69.0,269.0,0,350,0
307.5,164.5,364.5,-10.5,350,1
403.0,69.0,269.0,0,350,0
403.0,69.0,269.0,0,350,0
403.0,69.0,269.0,0,350,0
307.5,164.5,364.5,-10.5,350,1
307.5,164.5,364.5,-10.5,350,1
307.5,164.5,364.5,-10.5,350,1
403.0,69.0,269.0,0,350,0
307.5,164.5,364.5,-10.5,350,1
307.5,164.5,364.5,-10.5,350,1
403.0,69.0,269.0,0,350,0
307.5,164.5,364.5,-10.5,350,1
403.0,69.0,269.0,0,350,0
403.0,69.0,269.0,0,350,0
307.5,164.5,364.5,-10.5,350,1
403.0,69.0,269.0,0,350,0
307.5,164.5,364.5,-10.5,350,1
307.5,164.5,364.5,-10.5,350,1
419.0,53.0,253.0,0,345,0
296.5,175.5,375.5,-10.5,345,1
419.0,53.0,253.0,0,345,0
419.0,53.0,253.0,0,345,1
419.0,53.0,253.0,0,345,0
419.0,53.0,253.0,0,345,0
323.0,149.0,349.0,-10.5,345,0
296.5,175.5,375.5,-10.5,345,0
419.0,53.0,253.0,0,345,0
296.5,175.5,375.5,-10.5,345,1
419.0,53.0,253.0,0,345,0
419.0,53.0,253.0,0,345,1
419.0,53.0,253.0,0,345,0
419.0,53.0,253.0,0,345,0
296.5,175.5,375.5,-10.5,345,1
296.5,175.5,375.5,-10.5,345,1
296.5,175.5,375.5,-10.5,345,1
419.0,53.0,253.0,0,345,0
296.5,175.5,375.5,-10.5,345,1
296.5,175.5,375.5,-10.5,345,0
419.0,53.0,253.0,0,345,0
296.5,175.5,375.5,-10.5,345,1
296.5,175.5,375.5,-10.5,345,1
419.0,53.0,253.0,0,345,0
419.0,53.0,253.0,0,345,0
296.5,175.5,375.5,-10.5,345,1
419.0,53.0,253.0,0,345,0
419.0,53.0,253.0,0,345,0
419.0,53.0,253.0,0,345,0
296.5,175.5,375.5,-10.5,345,1
419.0,53.0,253.0,0,345,0
419.0,53.0,253.0,0,345,0
296.5,175.5,375.5,-10.5,345,1
419.0,53.0,253.0,0,345,0
419.0,53.0,253.0,0,345,0
419.0,53.0,253.0,0,345,0
296.5,175.5,375.5,-10.5,345,1
296.5,175.5,375.5,-10.5,345,1
296.5,175.5,375.5,-10.5,345,1
419.0,53.0,253.0,0,345,0
296.5,175.5,375.5,-10.5,345,1
296.5,175.5,375.5,-10.5,345,1
419.0,53.0,253.0,0,345,0
296.5,175.5,375.5,-10.5,345,1
419.0,53.0,253.0,0,345,0
419.0,53.0,253.0,0,345,0
296.5,175.5,375.5,-10.5,345,1
419.0,53.0,253.0,0,345,0
296.5,175.5,375.5,-10.5,345,1
296.5,175.5,375.5,-10.5,345,1
435.0,37.0,237.0,0,340,0
285.5,186.5,386.5,-10.5,340,1
435.0,37.0,237.0,0,340,0
408.0,64.0,264.0,-10.5,340,0
435.0,37.0,237.0,0,340,1
435.0,37.0,237.0,0,340,0
303.0,169.0,369.0,-10.5,340,0
279.5,192.5,392.5,-10.5,340,0
435.0,37.0,237.0,0,340,0
285.5,186.5,386.5,-10.5,340,1
435.0,37.0,237.0,0,340,1
408.0,64.0,264.0,-10.5,340,0
435.0,37.0,237.0,0,340,0
435.0,37.0,237.0,0,340,0
285.5,186.5,386.5,-10.5,340,1
285.5,186.5,386.5,-10.5,340,1
285.5,186.5,386.5,-10.5,340,1
435.0,37.0,237.0,0,340,0
285.5,186.5,386.5,-10.5,340,1
279.5,192.5,392.5,-10.5,340,0
435.0,37.0,237.0,0,340,0
285.5,186.5,386.5,-10.5,340,1
285.5,186.5,386.5,-10.5,340,1
435.0,37.0,237.0,0,340,0
435.0,37.0,237.0,0,340,0
285.5,186.5,386.5,-10.5,340,1
435.0,37.0,237.0,0,340,0
435.0,37.0,237.0,0,340,0
435.0,37.0,237.0,0,340,0
285.5,186.5,386.5,-10.5,340,1
435.0,37.0,237.0,0,340,0
435.0,37.0,237.0,0,340,0
285.5,186.5,386.5,-10.5,340,1
435.0,37.0,237.0,0,340,0
435.0,37.0,237.0,0,340,0
435.0,37.0,237.0,0,340,0
285.5,186.5,386.5,-10.5,340,1
285.5,186.5,386.5,-10.5,340,1
285.5,186.5,386.5,-10.5,340,1
435.0,37.0,237.0,0,340,0
285.5,186.5,386.5,-10.5,340,1
285.5,186.5,386.5,-10.5,340,1
435.0,37.0,237.0,0,340,0
285.5,186.5,386.5,-10.5,340,1
435.0,37.0,237.0,0,340,0
435.0,37.0,237.0,0,340,0
285.5,186.5,386.5,-10.5,340,1
435.0,37.0,237.0,0,340,0
285.5,186.5,386.5,-10.5,340,1
285.5,186.5,386.5,-10.5,340,1
451.0,21.0,221.0,0,335,0
274.5,197.5,397.5,-10.5,335,1
451.0,21.0,221.0,0,335,0
391.0,81.0,281.0,-10.5,335,0
424.0,48.0,248.0,-10.5,335,0
451.0,21.0,221.0,0,335,0
286.0,186.0,386.0,-10.5,335,0
259.5,212.5,412.5,-10.5,335,0
451.0,21.0,221.0,0,335,0
274.5,197.5,397.5,-10.5,335,1
424.0,48.0,248.0,-10.5,335,0
391.0,81.0,281.0,-10.5,335,0
451.0,21.0,221.0,0,335,0
451.0,21.0,221.0,0,335,0
274.5,197.5,397.5,-10.5,335,1
274.5,197.5,397.5,-10.5,335,1
274.5,197.5,397.5,-10.5,335,1
451.0,21.0,221.0,0,335,0
274.5,197.5,397.5,-10.5,335,1
259.5,212.5,412.5,-10.5,335,0
451.0,21.0,221.0,0,335,0
274.5,197.5,397.5,-10.5,335,1
274.5,197.5,397.5,-10.5,335,1
451.0,21.0,221.0,0,335,0
451.0,21.0,221.0,0,335,1
274.5,197.5,397.5,-10.5,335,1
451.0,21.0,221.0,0,335,0
451.0,21.0,221.0,0,335,0
451.0,21.0,221.0,0,335,0
274.5,197.5,397.5,-10.5,335,1
451.0,21.0,221.0,0,335,0
451.0,21.0,221.0,0,335,0
274.5,197.5,397.5,-10.5,335,1
451.0,21.0,221.0,0,335,0
451.0,21.0,221.0,0,335,0
451.0,21.0,221.0,0,335,0
274.5,197.5,397.5,-10.5,335,1
274.5,197.5,397.5,-10.5,335,1
274.5,197.5,397.5,-10.5,335,1
451.0,21.0,221.0,0,335,0
274.5,197.5,397.5,-10.5,335,1
274.5,197.5,397.5,-10.5,335,1
451.0,21.0,221.0,0,335,0
274.5,197.5,397.5,-10.5,335,1
451.0,21.0,221.0,0,335,0
451.0,21.0,221.0,0,335,0
274.5,197.5,397.5,-10.5,335,1
451.0,21.0,221.0,0,335,0
274.5,197.5,397.5,-10.5,335,1
274.5,197.5,397.5,-10.5,335,1
467.0,5.0,205.0,0,330,0
263.5,208.5,408.5,-10.5,330,1
467.0,5.0,205.0,0,330,0
371.0,101.0,301.0,-10.5,330,0
407.0,65.0,265.0,-10.5,330,0
467.0,5.0,205.0,0,330,0
275.0,197.0,397.0,-10.5,330,0
239.5,232.5,432.5,-10.5,330,0
467.0,5.0,205.0,0,330,0
263.5,208.5,408.5,-10.5,330,1
407.0,65.0,265.0,-10.5,330,0
371.0,101.0,301.0,-10.5,330,0
467.0,5.0,205.0,0,330,0
467.0,5.0,205.0,0,330,0
263.5,208.5,408.5,-10.5,330,1
263.5,208.5,408.5,-10.5,330,1
263.5,208.5,408.5,-10.5,330,1
467.0,5.0,205.0,0,330,0
263.5,208.5,408.5,-10.5,330,1
239.5,232.5,432.5,-10.5,330,0
467.0,5.0,205.0,0,330,0
263.5,208.5,408.5,-10.5,330,1
263.5,208.5,408.5,-10.5,330,1
467.0,5.0,205.0,0,330,0
440.0,32.0,232.0,-10.5,330,0
263.5,208.5,408.5,-10.5,330,1
467.0,5.0,205.0,0,330,0
467.0,5.0,205.0,0,330,0
467.0,5.0,205.0,0,330,0
263.5,208.5,408.5,-10.5,330,0
467.0,5.0,205.0,0,330,0
467.0,5.0,205.0,0,330,0
263.5,208.5,408.5,-10.5,330,1
467.0,5.0,205.0,0,330,0
467.0,5.0,205.0,0,330,0
467.0,5.0,205.0,0,330,0
263.5,208.5,408.5,-10.5,330,1
263.5,208.5,408.5,-10.5,330,1
263.5,208.5,408.5,-10.5,330,1
467.0,5.0,205.0,0,330,0
263.5,208.5,408.5,-10.5,330,1
263.5,208.5,408.5,-10.5,330,1
467.0,5.0,205.0,0,330,0
263.5,208.5,408.5,-10.5,330,1
467.0,5.0,205.0,0,330,0
467.0,5.0,205.0,0,330,0
263.5,208.5,408.5,-10.5,330,1
467.0,5.0,205.0,0,330,0
263.5,208.5,408.5,-10.5,330,1
263.5,208.5,408.5,-10.5,330,1
483.0,11.0,189.0,0,325,0
252.5,219.5,419.5,-10.5,325,1
483.0,11.0,189.0,0,325,0
351.0,121.0,321.0,-10.5,325,0
387.0,85.0,285.0,-10.5,325,0
483.0,11.0,189.0,0,325,0
275.0,197.0,397.0,-10.5,325,0
222.5,249.5,449.5,-10.5,325,0
483.0,11.0,189.0,0,325,0
252.5,219.5,419.5,-10.5,325,1
387.0,85.0,285.0,-10.5,325,0
351.0,121.0,321.0,-10.5,325,0
483.0,11.0,189.0,0,325,0
483.0,11.0,189.0,0,325,0
252.5,219.5,419.5,-10.5,325,1
252.5,219.5,419.5,-10.5,325,1
252.5,219.5,419.5,-10.5,325,1
483.0,11.0,189.0,0,325,0
252.5,219.5,419.5,-10.5,325,1
222.5,249.5,449.5,-10.5,325,0
483.0,11.0,189.0,0,325,0
252.5,219.5,419.5,-10.5,325,1
252.5,219.5,419.5,-10.5,325,1
483.0,11.0,189.0,0,325,0
423.0,49.0,249.0,-10.5,325,0
252.5,219.5,419.5,-10.5,325,1
483.0,11.0,189.0,0,325,0
483.0,11.0,189.0,0,325,0
483.0,11.0,189.0,0,325,0
246.5,225.5,425.5,-10.5,325,0
483.0,11.0,189.0,0,325,0
483.0,11.0,189.0,0,325,0
252.5,219.5,419.5,-10.5,325,1
483.0,11.0,189.0,0,325,0
483.0,11.0,189.0,0,325,0
483.0,11.0,189.0,0,325,0
252.5,219.5,419.5,-10.5,325,1
252.5,219.5,419.5,-10.5,325,1
252.5,219.5,419.5,-10.5,325,1
483.0,11.0,189.0,0,325,0
252.5,219.5,419.5,-10.5,325,1
252.5,219.5,419.5,-10.5,325,1
483.0,11.0,189.0,0,325,0
252.5,219.5,419.5,-10.5,325,1
483.0,11.0,189.0,0,325,0
483.0,11.0,189.0,0,325,0
252.5,219.5,419.5,-10.5,325,1
483.0,11.0,189.0,0,325,0
252.5,219.5,419.5,-10.5,325,1
252.5,219.5,419.5,-10.5,325,1
499.0,27.0,173.0,0,320,0
241.5,230.5,430.5,-10.5,320,1
499.0,27.0,173.0,0,320,0
334.0,138.0,338.0,-10.5,320,0
367.0,105.0,305.0,-10.5,320,0
499.0,27.0,173.0,0,320,0
287.0,185.0,385.0,-10.5,320,0
211.5,260.5,460.5,-10.5,320,0
499.0,27.0,173.0,0,320,0
241.5,230.5,430.5,-10.5,320,1
367.0,105.0,305.0,-10.5,320,0
334.0,138.0,338.0,-10.5,320,0
499.0,27.0,173.0,0,320,1
499.0,27.0,173.0,0,320,0
241.5,230.5,430.5,-10.5,320,1
241.5,230.5,430.5,-10.5,320,1
241.5,230.5,430.5,-10.5,320,1
499.0,27.0,173.0,0,320,0
241.5,230.5,430.5,-10.5,320,1
211.5,260.5,460.5,-10.5,320,0
499.0,27.0,173.0,0,320,0
241.5,230.5,430.5,-10.5,320,1
241.5,230.5,430.5,-10.5,320,1
499.0,27.0,173.0,0,320,0
403.0,69.0,269.0,-10.5,320,0
241.5,230.5,430.5,-10.5,320,0
499.0,27.0,173.0,0,320,0
499.0,27.0,173.0,0,320,0
499.0,27.0,173.0,0,320,0
226.5,245.5,445.5,-10.5,320,0
499.0,27.0,173.0,0,320,0
499.0,27.0,173.0,0,320,0
241.5,230.5,430.5,-10.5,320,1
499.0,27.0,173.0,0,320,0
499.0,27.0,173.0,0,320,0
499.0,27.0,173.0,0,320,0
241.5,230.5,430.5,-10.5,320,1
241.5,230.5,430.5,-10.5,320,1
241.5,230.5,430.5,-10.5,320,1
499.0,27.0,173.0,0,320,0
241.5,230.5,430.5,-10.5,320,1
241.5,230.5,430.5,-10.5,320,1
499.0,27.0,173.0,0,320,0
241.5,230.5,430.5,-10.5,320,1
499.0,27.0,173.0,0,320,0
499.0,27.0,173.0,0,320,0
241.5,230.5,430.5,-10.5,320,1
499.0,27.0,173.0,0,320,0
241.5,230.5,430.5,-10.5,320,1
241.5,230.5,430.5,-10.5,320,1
515.0,43.0,157.0,0,315,0
230.5,241.5,441.5,-10.5,315,1
515.0,43.0,157.0,0,315,0
323.0,149.0,349.0,-10.5,315,0
350.0,122.0,322.0,-10.5,315,0
515.0,43.0,157.0,0,315,0
303.0,169.0,369.0,-10.5,315,0
211.5,260.5,460.5,-10.5,315,0
515.0,43.0,157.0,0,315,0
230.5,241.5,441.5,-10.5,315,1
350.0,122.0,322.0,-10.5,315,0
323.0,149.0,349.0,-10.5,315,0
488.0,16.0,184.0,-10.5,315,0
515.0,43.0,157.0,0,315,0
230.5,241.5,441.5,-10.5,315,1
230.5,241.5,441.5,-10.5,315,1
230.5,241.5,441.5,-10.5,315,1
515.0,43.0,157.0,0,315,0
230.5,241.5,441.5,-10.5,315,1
211.5,260.5,460.5,-10.5,315,0
515.0,43.0,157.0,0,315,0
230.5,241.5,441.5,-10.5,315,1
230.5,241.5,441.5,-10.5,315,1
515.0,43.0,157.0,0,315,0
383.0,89.0,289.0,-10.5,315,0
224.5,247.5,447.5,-10.5,315,0
515.0,43.0,157.0,0,315,0
515.0,43.0,157.0,0,315,0
515.0,43.0,157.0,0,315,0
206.5,265.5,465.5,-10.5,315,0
515.0,43.0,157.0,0,315,0
515.0,43.0,157.0,0,315,0
230.5,241.5,441.5,-10.5,315,1
515.0,43.0,157.0,0,315,0
515.0,43.0,157.0,0,315,0
515.0,43.0,157.0,0,315,0
230.5,241.5,441.5,-10.5,315,1
230.5,241.5,441.5,-10.5,315,1
230.5,241.5,441.5,-10.5,315,1
515.0,43.0,157.0,0,315,0
230.5,241.5,441.5,-10.5,315,1
230.5,241.5,441.5,-10.5,315,1
515.0,43.0,157.0,0,315,0
230.5,241.5,441.5,-10.5,315,1
515.0,43.0,157.0,0,315,0
515.0,43.0,157.0,0,315,0
230.5,241.5,441.5,-10.5,315,1
515.0,43.0,157.0,0,315,0
230.5,241.5,441.5,-10.5,315,1
230.5,241.5,441.5,-10.5,315,1
531.0,59.0,141.0,0,310,0
219.5,252.5,452.5,-10.5,310,1
531.0,59.0,141.0,0,310,0
323.0,149.0,349.0,-10.5,310,0
339.0,133.0,333.0,-10.5,310,0
531.0,59.0,141.0,0,310,0
319.0,153.0,353.0,-10.5,310,0
223.5,248.5,448.5,-10.5,310,0
531.0,59.0,141.0,0,310,0
219.5,252.5,452.5,-10.5,310,1
339.0,133.0,333.0,-10.5,310,0
323.0,149.0,349.0,-10.5,310,0
471.0,1.0,201.0,-10.5,310,0
531.0,59.0,141.0,0,310,0
219.5,252.5,452.5,-10.5,310,1
219.5,252.5,452.5,-10.5,310,1
219.5,252.5,452.5,-10.5,310,1
531.0,59.0,141.0,0,310,0
219.5,252.5,452.5,-10.5,310,1
223.5,248.5,448.5,-10.5,310,0
531.0,59.0,141.0,0,310,0
219.5,252.5,452.5,-10.5,310,1
219.5,252.5,452.5,-10.5,310,1
531.0,59.0,141.0,0,310,0
366.0,106.0,306.0,-10.5,310,0
204.5,267.5,467.5,-10.5,310,0
531.0,59.0,141.0,0,310,0
531.0,59.0,141.0,0,310,0
531.0,59.0,141.0,0,310,0
189.5,282.5,482.5,-10.5,310,0
531.0,59.0,141.0,0,310,0
531.0,59.0,141.0,0,310,0
219.5,252.5,452.5,-10.5,310,1
531.0,59.0,141.0,0,310,0
531.0,59.0,141.0,0,310,0
531.0,59.0,141.0,0,310,0
219.5,252.5,452.5,-10.5,310,1
219.5,252.5,452.5,-10.5,310,1
219.5,252.5,452.5,-10.5,310,1
531.0,59.0,141.0,0,310,0
219.5,252.5,452.5,-10.5,310,1
219.5,252.5,452.5,-10.5,310,1
531.0,59.0,141.0,0,310,0
219.5,252.5,452.5,-10.5,310,1
531.0,59.0,141.0,0,310,0
531.0,59.0,141.0,0,310,0
219.5,252.5,452.5,-10.5,310,1
531.0,59.0,141.0,0,310,0
219.5,252.5,452.5,-10.5,310,1
219.5,252.5,452.5,-10.5,310,1
547.0,75.0,125.0,0,305,0
208.5,263.5,463.5,-10.5,305,1
547.0,75.0,125.0,0,305,0
335.0,137.0,337.0,-10.5,305,0
339.0,133.0,333.0,-10.5,305,0
547.0,75.0,125.0,0,305,0
335.0,137.0,337.0,-10.5,305,0
239.5,232.5,432.5,-10.5,305,0
547.0,75.0,125.0,0,305,0
208.5,263.5,463.5,-10.5,305,1
339.0,133.0,333.0,-10.5,305,0
335.0,137.0,337.0,-10.5,305,0
451.0,21.0,221.0,-10.5,305,0
547.0,75.0,125.0,0,305,0
208.5,263.5,463.5,-10.5,305,1
208.5,263.5,463.5,-10.5,305,1
208.5,263.5,463.5,-10.5,305,1
547.0,75.0,125.0,0,305,0
208.5,263.5,463.5,-10.5,305,1
239.5,232.5,432.5,-10.5,305,0
547.0,75.0,125.0,0,305,0
208.5,263.5,463.5,-10.5,305,1
208.5,263.5,463.5,-10.5,305,1
547.0,75.0,125.0,0,305,0
355.0,117.0,317.0,-10.5,305,0
184.5,287.5,487.5,-10.5,305,0
547.0,75.0,125.0,0,305,0
547.0,75.0,125.0,0,305,0
547.0,75.0,125.0,0,305,0
178.5,293.5,493.5,-10.5,305,0
547.0,75.0,125.0,0,305,0
547.0,75.0,125.0,0,305,0
208.5,263.5,463.5,-10.5,305,1
547.0,75.0,125.0,0,305,0
547.0,75.0,125.0,0,305,0
547.0,75.0,125.0,0,305,0
208.5,263.5,463.5,-10.5,305,1
208.5,263.5,463.5,-10.5,305,1
208.5,263.5,463.5,-10.5,305,1
547.0,75.0,125.0,0,305,0
208.5,263.5,463.5,-10.5,305,1
208.5,263.5,463.5,-10.5,305,1
547.0,75.0,125.0,0,305,0
208.5,263.5,463.5,-10.5,305,1
547.0,75.0,125.0,0,305,0
547.0,75.0,125.0,0,305,0
208.5,263.5,463.5,-10.5,305,1
547.0,75.0,125.0,0,305,0
208.5,263.5,463.5,-10.5,305,1
208.5,263.5,463.5,-10.5,305,1
563.0,91.0,109.0,0,300,0
197.5,274.5,474.5,-10.5,300,1
563.0,91.0,109.0,0,300,0
351.0,121.0,321.0,-10.5,300,0
351.0,121.0,321.0,-10.5,300,0
563.0,91.0,109.0,0,300,0
351.0,121.0,321.0,-10.5,300,0
255.5,216.5,416.5,-10.5,300,0
563.0,91.0,109.0,0,300,0
197.5,274.5,474.5,-10.5,300,1
351.0,121.0,321.0,-10.5,300,0
351.0,121.0,321.0,-10.5,300,0
431.0,41.0,241.0,-10.5,300,0
